city,state_id,county_name,population,density,zips
Milan,MN,Chippewa,359,195,56262
Truman,MN,Martin,1054,370,56088
Urbank,MN,Otter Tail,54,29,56588 56361
Le Roy,MN,Mower,931,519,55951
Independence,MN,Hennepin,3790,45,55359 55572 55577 55592 55593 55599
Lilydale,MN,Dakota,853,592,55118
Freeborn,MN,Freeborn,277,583,56032
Wykoff,MN,Fillmore,435,180,55990
Shevlin,MN,Clearwater,177,84,56676
South End,MN,Clearwater,39,8,56621
Zemple,MN,Itasca,91,53,56636
Buffalo Lake,MN,Renville,688,378,55314
Lewiston,MN,Winona,1564,523,55952
St. Anthony,MN,Hennepin,9077,1564,55421 55418
Rush City,MN,Chisago,2955,285,55069
Sunfish Lake,MN,Dakota,547,140,55118
Foxhome,MN,Wilkin,113,117,56543
Inger,MN,Itasca,261,53,56636
Hayfield,MN,Dodge,1333,408,55940
Floodwood,MN,St. Louis,521,132,55736
Geneva,MN,Freeborn,539,447,56035
Ogema,MN,Becker,187,58,56569
Leota,MN,Nobles,181,51,56128 56153
Sacred Heart,MN,Renville,507,197,56285
Cohasset,MN,Itasca,2719,39,55721
Princeton,MN,Mille Lacs,4919,378,55371
Tenstrike,MN,Beltrami,201,23,56683
Milroy,MN,Redwood,239,360,56263
Mahtowa,MN,Carlton,419,15,55707 55718
Long Lake,MN,Hennepin,1840,829,55356
Comfrey,MN,Brown,361,325,56019
Slayton,MN,Murray,2021,399,56172
Grygla,MN,Marshall,211,140,56727
Morristown,MN,Rice,992,353,55052
New Brighton,MN,Ramsey,22787,1360,55112
Hammond,MN,Wabasha,133,488,55991
Wells,MN,Faribault,2195,433,56097
Victoria,MN,Carver,9305,412,55386 55331 55318
Lake Elmo,MN,Washington,8983,156,55042
Fosston,MN,Polk,1481,280,56542
Rogers,MN,Hennepin,12984,197,55374
St. Stephen,MN,Stearns,860,89,56375
Lyle,MN,Mower,551,279,55953
Belview,MN,Redwood,359,147,56214
Braham,MN,Isanti,1789,429,55006
Sebeka,MN,Wadena,675,105,56477
Dover,MN,Olmsted,755,287,55929
Roseau,MN,Roseau,2826,394,56751
Chatfield,MN,Fillmore,2607,415,55923
Waterville,MN,Le Sueur,1867,423,56096
Kiester,MN,Faribault,469,419,56051
Rice,MN,Benton,1345,91,56367
Bingham Lake,MN,Cottonwood,125,63,56118
St. Paul Park,MN,Washington,5392,701,55071
Fulda,MN,Murray,1233,470,56131
Plato,MN,McLeod,305,339,55370
Watson,MN,Chippewa,192,429,56295
Silver Lake,MN,McLeod,824,785,55381
Falcon Heights,MN,Ramsey,5592,966,55113 55108
Lexington,MN,Anoka,2037,1141,55014
Pequot Lakes,MN,Crow Wing,2300,54,56472
Kilkenny,MN,Le Sueur,136,412,56052
Lake Wilson,MN,Murray,232,212,56151
Bowlus,MN,Morrison,279,84,56314
Ebro,MN,Clearwater,87,38,56621
New Munich,MN,Stearns,321,233,56356 56352
Ham Lake,MN,Anoka,16528,185,55304
Lancaster,MN,Kittson,331,54,56735
Doran,MN,Wilkin,51,94,56522
Burnsville,MN,Dakota,61439,955,55306 55337
Meadowlands,MN,St. Louis,130,132,55765
McIntosh,MN,Polk,614,237,56556
Caledonia,MN,Houston,2638,376,55921
Lanesboro,MN,Fillmore,732,216,55949
Fairhaven,MN,Stearns,503,101,55382
Courtland,MN,Nicollet,693,102,56021
Perley,MN,Norman,86,134,56574
Cyrus,MN,Pope,275,395,56323
Westport,MN,Pope,60,87,56385
Dilworth,MN,Clay,4415,530,56529
Darfur,MN,Watonwan,102,171,56120 56022
Lauderdale,MN,Ramsey,2528,2327,55113 55108
Stillwater,MN,Washington,19368,929,55082 55083
Halma,MN,Kittson,58,23,56729
Bemidji,MN,Beltrami,16733,413,56601 56619
South St. Paul,MN,Dakota,20242,1389,55075
Hewitt,MN,Todd,256,48,56453
Hatfield,MN,Pipestone,56,7,56128 56164
Cuyuna,MN,Crow Wing,353,42,56444 56441
Lake Crystal,MN,Blue Earth,2501,559,56055
Moorhead,MN,Clay,43122,745,56560 56562 56563
Harmony,MN,Fillmore,999,345,55939
Browns Valley,MN,Traverse,539,266,56219
Cloquet,MN,Carlton,12738,130,55720
Glenville,MN,Freeborn,629,216,56036
Waubun,MN,Mahnomen,410,307,56589
Lucan,MN,Redwood,178,173,56255
Sleepy Eye,MN,Brown,3291,767,56085
Crosslake,MN,Crow Wing,2251,33,56442
Campbell,MN,Wilkin,154,251,56522
Biscay,MN,McLeod,112,607,55336
Hills,MN,Rock,666,408,56138
St. James,MN,Watonwan,4383,729,56081
Woodstock,MN,Pipestone,117,83,56186
Hanley Falls,MN,Yellow Medicine,281,435,56245
Wright,MN,Carlton,128,33,55787 55798
Ely,MN,St. Louis,3386,447,55731
Whalan,MN,Fillmore,66,59,55949
Viking,MN,Marshall,103,77,56760
Oakdale,MN,Washington,28083,989,55128
Rothsay,MN,Wilkin,479,226,56579
Parkers Prairie,MN,Otter Tail,999,323,56361
Red Lake Falls,MN,Red Lake,1404,258,56750
Dellwood,MN,Washington,1100,158,55110
Oronoco,MN,Olmsted,1496,198,55960
Plainview,MN,Wabasha,3280,593,55964
Mizpah,MN,Koochiching,52,6,56660 56661
Hibbing,MN,St. Louis,11389,34,55746
Landfall,MN,Washington,756,4447,55128
Butterfield,MN,Watonwan,586,576,56120
Aldrich,MN,Wadena,46,36,56434
Maple Lake,MN,Wright,2126,366,55358
Jeffers,MN,Cottonwood,349,347,56145
Baudette,MN,Lake of the Woods,1004,91,56623
Duluth,MN,St. Louis,120101,463,55803 55802 55805 55804 55808 55810 55811 55812 55807 55806 55815 55816
Nielsville,MN,Polk,87,90,56568
Pine Bend,MN,Mahnomen,38,11,56651
Rice Lake,MN,St. Louis,4145,49,55803
Columbus,MN,Anoka,4065,34,55025
Kerkhoven,MN,Swift,721,334,56252
Winona,MN,Winona,29973,550,55987
Fridley,MN,Anoka,27853,1057,55421 55432
Hackensack,MN,Cass,309,117,56452
Hutchinson,MN,McLeod,13773,632,55350
Palisade,MN,Aitkin,166,91,56469
Soudan,MN,St. Louis,405,229,55782
Dunnell,MN,Martin,150,378,56127
Granite Falls,MN,Yellow Medicine,2681,300,56241
Marshall,MN,Lyon,13494,518,56258
Owatonna,MN,Steele,25587,685,55060
Nashwauk,MN,Itasca,950,24,55769 55775
Halstad,MN,Norman,570,725,56548
Osakis,MN,Douglas,1705,340,56360
Prinsburg,MN,Kandiyohi,496,189,56284 56281
New Ulm,MN,Brown,13085,511,56073
Grey Eagle,MN,Todd,331,358,56336
Cedar Mills,MN,Meeker,44,52,55350
Northrop,MN,Martin,213,629,56075 56031
South Haven,MN,Wright,188,114,55382
Mora,MN,Kanabec,3566,261,55051
Crystal,MN,Hennepin,23165,1545,55422 55427 55429 55428
Plymouth,MN,Hennepin,78395,925,55442 55441 55447 55446
Cosmos,MN,Meeker,456,158,56228
Little Rock,MN,Beltrami,1095,58,56671
Roseville,MN,Ramsey,36314,1078,55113
Brownsdale,MN,Mower,686,563,55918
Norcross,MN,Grant,69,17,56274
Prior Lake,MN,Scott,26401,640,55372 55379
Gem Lake,MN,Ramsey,476,175,55110
Battle Lake,MN,Otter Tail,918,255,56515
Hillman,MN,Morrison,37,22,56338
Jenkins,MN,Crow Wing,458,39,56472 56474 56456
New Richland,MN,Waseca,1187,770,56072
Wahkon,MN,Mille Lacs,213,86,56386
Welcome,MN,Martin,655,173,56181
Winger,MN,Polk,223,190,56592
Ponemah,MN,Beltrami,673,23,56666
Deer Creek,MN,Otter Tail,319,30,56527
Le Center,MN,Le Sueur,2473,569,56057
Center City,MN,Chisago,650,430,55012
Dalton,MN,Otter Tail,249,406,56324
Brook Park,MN,Pine,135,52,55007
Montevideo,MN,Chippewa,5090,423,56265
Appleton,MN,Swift,1342,276,56208
Edgerton,MN,Pipestone,1117,368,56128
Cook,MN,St. Louis,572,85,55723
Henriette,MN,Pine,69,94,55036
Blomkest,MN,Kandiyohi,158,59,56216
De Graff,MN,Swift,125,57,56271
Elmdale,MN,Morrison,118,13,56314
Plummer,MN,Red Lake,290,41,56748
Bock,MN,Mille Lacs,104,239,56353 56313
Lake Henry,MN,Stearns,108,210,56362
Chisholm,MN,St. Louis,4566,423,55719
Clarkfield,MN,Yellow Medicine,803,288,56223
Emmons,MN,Freeborn,380,178,56029
Rollingstone,MN,Winona,665,589,55969
Walnut Grove,MN,Redwood,814,288,56180
Rushford Village,MN,Fillmore,811,9,55962 55971
Ormsby,MN,Martin,125,136,56162
Westbrook,MN,Cottonwood,709,413,56183
Erhard,MN,Otter Tail,148,103,56534
Northome,MN,Koochiching,192,50,56661
Solway,MN,Beltrami,95,35,56678
Easton,MN,Faribault,187,76,56025
Benson,MN,Swift,3043,377,56215
Frazee,MN,Becker,1391,486,56544
Franklin,MN,Renville,471,169,55333
St. Louis Park,MN,Hennepin,49029,1782,55426 55416
Stockton,MN,Winona,731,166,55987 55988
Taunton,MN,Lyon,135,51,56291
Dennison,MN,Goodhue,210,64,55018
Mantorville,MN,Dodge,1216,335,55955
Russell,MN,Lyon,338,142,56169
Nerstrand,MN,Rice,293,79,55053
Wabasso,MN,Redwood,665,301,56293
Wanda,MN,Redwood,81,120,56294
Lino Lakes,MN,Anoka,21407,292,55014 55038
Millville,MN,Wabasha,179,461,55957
Richville,MN,Otter Tail,96,37,56576
Searles,MN,Brown,210,185,56073 56084
Red Lake,MN,Beltrami,1760,140,56671
Kenneth,MN,Rock,68,24,56147
Lowry,MN,Pope,295,248,56349
Esko,MN,Carlton,1717,136,55733
Verndale,MN,Wadena,572,225,56481
Trimont,MN,Martin,708,347,56176
Oslo,MN,Marshall,323,384,56744
Sandstone,MN,Pine,2631,192,55072
Kasson,MN,Dodge,7589,819,55944
Springfield,MN,Brown,2022,430,56087
Elbow Lake,MN,Grant,1151,333,56531
Bethel,MN,Anoka,501,197,55005
Zimmerman,MN,Sherburne,8771,628,55398
Johnson,MN,Big Stone,27,33,56236 56221
Wood Lake,MN,Yellow Medicine,409,209,56297
Hilltop,MN,Anoka,754,2441,55421
Littlefork,MN,Koochiching,610,197,56653
St. Vincent,MN,Kittson,59,22,56728 56755
Peterson,MN,Fillmore,198,160,55962
Sturgeon Lake,MN,Pine,414,42,55783
Silver Bay,MN,Lake,1769,89,55614
Windom,MN,Cottonwood,4205,422,56101
Miltona,MN,Douglas,401,233,56354
La Salle,MN,Watonwan,84,374,56056
St. Clair,MN,Blue Earth,833,482,56001 56080
Spring Grove,MN,Houston,1283,496,55974
Chisago City,MN,Chisago,5109,157,55013
Hancock,MN,Stevens,732,313,56244
Swanville,MN,Morrison,331,261,56382
Revere,MN,Redwood,89,60,56166
Nashua,MN,Wilkin,67,7,56565
Winsted,MN,McLeod,2289,467,55395
Pillager,MN,Cass,468,212,56473
Myrtle,MN,Freeborn,46,183,56036
Kerrick,MN,Pine,63,24,55712 55756
Jackson,MN,Jackson,3093,262,56143
Minnesota Lake,MN,Faribault,652,155,56068
Kent,MN,Wilkin,77,154,56553
Nowthen,MN,Anoka,4699,53,55303 55330
Waite Park,MN,Stearns,7481,228,56387 56301 56388 56399
Otsego,MN,Wright,16755,218,55301 55330 55362
Orr,MN,St. Louis,339,93,55771
Brooks,MN,Red Lake,139,46,56715
Excelsior,MN,Hennepin,2307,1436,55331
Pine Point,MN,Becker,371,39,56575
Strathcona,MN,Roseau,42,32,56759
St. Hilaire,MN,Pennington,270,133,56754
Ottertail,MN,Otter Tail,617,55,56571
North St. Paul,MN,Ramsey,12444,1680,55109
Beaver Creek,MN,Rock,285,208,56116
Cottage Grove,MN,Washington,36793,422,55016 55033
Deephaven,MN,Hennepin,3911,644,55331 55391
White Earth,MN,Becker,548,61,56591 56589 56569
Cass Lake,MN,Cass,757,253,56633
Williams,MN,Lake of the Woods,177,70,56686
Ashby,MN,Grant,439,307,56309
Spring Lake Park,MN,Anoka,6502,1258,55432
Bloomington,MN,Hennepin,85866,955,55425 55420 55431 55437 55438
Isanti,MN,Isanti,5721,486,55040
Greenwood,MN,Hennepin,748,817,55331
Waconia,MN,Carver,12289,1025,55387
Clarks Grove,MN,Freeborn,684,465,56016
Meire Grove,MN,Stearns,190,190,56352
Calumet,MN,Itasca,354,75,55709 55764 55716
Preston,MN,Fillmore,1299,203,55965
Warsaw,MN,Rice,698,312,55021 55087
Canton,MN,Fillmore,347,131,55922
Clearwater,MN,Wright,1786,437,55320
Mayer,MN,Carver,2089,579,55360
Spring Valley,MN,Fillmore,2421,317,55975
Fergus Falls,MN,Otter Tail,12673,370,56537 56538
Ranier,MN,Koochiching,571,206,56668 56649
Mendota,MN,Dakota,209,315,55150
Pipestone,MN,Pipestone,3829,375,56164
Tracy,MN,Lyon,2056,335,56175
Boy River,MN,Cass,49,44,56672
Scandia,MN,Washington,4120,45,55073 55047
Madison,MN,Lac qui Parle,1417,521,56256
Ivanhoe,MN,Lincoln,538,233,56142
Sherburn,MN,Martin,1095,470,56171
Lansing,MN,Mower,180,88,55950 55912
Woodbury,MN,Washington,69756,771,55129 55125
Luverne,MN,Rock,4496,495,56156
Bagley,MN,Clearwater,1414,275,56621
Menahga,MN,Wadena,1313,136,56464
Skyline,MN,Blue Earth,297,591,56001
Shoreview,MN,Ramsey,26794,959,55126
Cologne,MN,Carver,1648,361,55322
Robbinsdale,MN,Hennepin,14544,2009,55422
Dexter,MN,Mower,339,91,55926
Lake Bronson,MN,Kittson,202,147,56734
Mounds View,MN,Ramsey,13098,1264,55112
Marietta,MN,Lac qui Parle,146,153,56257
Lester Prairie,MN,McLeod,1715,742,55354
Bricelyn,MN,Faribault,341,453,56014
Hazel Run,MN,Yellow Medicine,59,29,56241
Milaca,MN,Mille Lacs,2777,338,56353
Barry,MN,Big Stone,15,22,56210 56240
Breckenridge,MN,Wilkin,3224,492,56520
Odessa,MN,Big Stone,132,52,56276
Clements,MN,Redwood,142,145,56224
Mound,MN,Hennepin,9517,1290,55364
Elgin,MN,Wabasha,1082,446,55932
Sobieski,MN,Morrison,197,19,56345
Lakeville,MN,Dakota,63748,681,55044
McGregor,MN,Aitkin,367,70,55760
Centerville,MN,Anoka,4009,728,55038
Nett Lake,MN,St. Louis,339,76,55771 55772
Garvin,MN,Lyon,133,183,56132
Beaver Bay,MN,Lake,171,82,55614 55601
Woodland,MN,Hennepin,480,321,55391
Kandiyohi,MN,Kandiyohi,482,494,56251
Isle,MN,Mille Lacs,798,121,56342 56386
Belle Plaine,MN,Scott,6599,463,56011
Goodridge,MN,Pennington,130,266,56725
Faribault,MN,Rice,24101,604,55021
Lewisville,MN,Watonwan,243,393,56060
Harris,MN,Chisago,1156,22,55069 55032
Bovey,MN,Itasca,791,133,55786 55709
Chaska,MN,Carver,26561,603,55318
Vineland,MN,Mille Lacs,887,36,56359
Elysian,MN,Le Sueur,726,234,56028
Stanchfield,MN,Isanti,74,53,55080
Erskine,MN,Polk,484,254,56535
West St. Paul,MN,Dakota,19767,1554,55118
Villard,MN,Pope,248,123,56385
Spring Park,MN,Hennepin,1799,1976,55384
Rushmore,MN,Nobles,339,515,56168
Delhi,MN,Redwood,64,32,56283
Virginia,MN,St. Louis,12551,174,55792 55777
Rose Creek,MN,Mower,419,326,55970
Greenbush,MN,Roseau,709,179,56726
Adams,MN,Mower,786,302,55909
Kennedy,MN,Kittson,175,167,56733
Grove City,MN,Meeker,613,359,56243
Coon Rapids,MN,Anoka,62656,1070,55433 55448
Pine Island,MN,Goodhue,3038,222,55963
Tower,MN,St. Louis,493,63,55790
Beltrami,MN,Polk,102,19,56517
The Ranch,MN,Mahnomen,2,2,56557
Glenwood,MN,Pope,2527,175,56334
Turtle River,MN,Beltrami,76,26,56601
Danube,MN,Renville,463,366,56230
Fish Lake,MN,Jackson,121,51,56101
Good Thunder,MN,Blue Earth,574,353,56037
Porter,MN,Yellow Medicine,176,30,56280
Forada,MN,Douglas,190,145,56308
Roy Lake,MN,Clearwater,11,9,56557
Dumont,MN,Traverse,90,80,56236
International Falls,MN,Koochiching,6581,361,56649 56679
Brookston,MN,St. Louis,140,100,55711
Hopkins,MN,Hennepin,18678,1770,55305 55343
Warroad,MN,Roseau,1763,224,56763
Zumbrota,MN,Goodhue,3314,481,55992
Funkley,MN,Beltrami,5,2,56630
Evan,MN,Brown,86,32,56266 56085
Backus,MN,Cass,250,155,56435
Cambridge,MN,Isanti,15486,455,55008
Fertile,MN,Polk,833,154,56540
Onamia,MN,Mille Lacs,861,350,56359
St. Michael,MN,Wright,17565,207,55313 55376
Gary,MN,Norman,209,250,56545
Royalton,MN,Morrison,1208,241,56373
Goodhue,MN,Goodhue,1176,493,55027
Shelly,MN,Norman,184,336,56581
Henning,MN,Otter Tail,810,94,56551
Lindstrom,MN,Chisago,8664,469,55045
Madison Lake,MN,Blue Earth,1163,424,56063
Vergas,MN,Otter Tail,350,93,56587
Grand Meadow,MN,Mower,1164,686,55936
Carver,MN,Carver,4861,431,55315
Gonvick,MN,Clearwater,286,84,56644
Lutsen,MN,Cook,285,10,55612
Minneapolis,MN,Hennepin,2926757,3019,55403 55409 55408 55407 55406 55405 55404 55402 55401 55430 55454 55455 55418 55419 55410 55411 55412 55413 55414 55415 55416 55417 55440 55458 55459 55460 55467 55470 55472 55474 55478 55479 55480 55483 55484 55485 55486 55487 55488
Bigfork,MN,Itasca,445,93,56628
Randolph,MN,Dakota,452,189,55009 55065
Effie,MN,Itasca,118,12,56639
Middle River,MN,Marshall,298,231,56737
Grand Marais,MN,Cook,1359,180,55604
Walker,MN,Cass,932,140,56484
Gibbon,MN,Sibley,746,434,55335
Buffalo,MN,Wright,16744,863,55313
Shafer,MN,Chisago,1074,330,55074
Merrifield,MN,Crow Wing,96,68,56468 56465
Babbitt,MN,St. Louis,1505,5,55706
Nelson,MN,Douglas,191,112,56355
Le Sueur,MN,Le Sueur,3718,299,56058
Rushford,MN,Fillmore,1715,401,55971
Emily,MN,Crow Wing,840,10,56447
Conger,MN,Freeborn,141,418,56009 56020
Farmington,MN,Dakota,23067,609,55024
Wyoming,MN,Chisago,7887,147,55079 55092 55013 55025
Felton,MN,Clay,174,66,56536
Alberta,MN,Stevens,96,141,56207
Waverly,MN,Wright,1450,319,55390
Osseo,MN,Hennepin,2768,1439,55369 55569
Leonidas,MN,St. Louis,51,14,55734
Lake Benton,MN,Lincoln,640,62,56149
Lakefield,MN,Jackson,1626,469,56150
Becker,MN,Sherburne,4157,177,55308
La Crescent,MN,Houston,5028,582,55947
Cottonwood,MN,Lyon,1239,480,56229
North Oaks,MN,Ramsey,5207,290,55127
Dodge Center,MN,Dodge,2692,500,55927
Magnolia,MN,Rock,214,103,56158
Racine,MN,Mower,547,316,55967
Cobden,MN,Brown,36,14,56085
Silver Creek,MN,Wright,244,63,55358
Canby,MN,Yellow Medicine,1701,290,56220
Ellendale,MN,Steele,690,319,56026
Willernie,MN,Washington,508,1567,55090 55115
Alexandria,MN,Douglas,20851,304,56308
Elko New Market,MN,Scott,4484,536,55020 55054
Florence,MN,Lyon,38,64,56170
Donaldson,MN,Kittson,39,21,56720
Redwood Falls,MN,Redwood,4708,366,56283
Taopi,MN,Mower,60,59,55977
St. Charles,MN,Winona,2995,392,55972
Vining,MN,Otter Tail,78,23,56588
Hoffman,MN,Grant,676,121,56339
Leonard,MN,Clearwater,42,35,56652
Avoca,MN,Murray,138,55,56114
Kenyon,MN,Goodhue,1806,301,55946
Longville,MN,Cass,150,68,56655
Roosevelt,MN,Roseau,141,53,56673
Taconite,MN,Itasca,633,8,55786 55709 55764
Long Beach,MN,Pope,409,109,56334
Morgan,MN,Redwood,850,594,56266
Hawley,MN,Clay,2190,344,56549
New Trier,MN,Dakota,109,231,55031
Henderson,MN,Sibley,914,329,56044
Marble,MN,Itasca,677,60,55709 55764
Little Falls,MN,Morrison,9411,450,56345
Iona,MN,Murray,135,67,56172 56141
Lengby,MN,Polk,87,136,56651
Hugo,MN,Washington,14828,171,55110 55038
Barnum,MN,Carlton,601,230,55707
Mankato,MN,Blue Earth,61912,855,56001 56002
Winnebago,MN,Faribault,1351,221,56098
Greenwald,MN,Stearns,220,120,56352 56335
Eagle Lake,MN,Blue Earth,3030,757,56024
Kinney,MN,St. Louis,171,16,55768 55710 55758
Stewart,MN,McLeod,547,261,55385
Argyle,MN,Marshall,642,164,56713
Crookston,MN,Polk,7865,581,56716
St. Leo,MN,Yellow Medicine,93,142,56264
Oak Grove,MN,Anoka,8735,99,55011 55303 55005
Seaforth,MN,Redwood,83,32,56287 56293
Stephen,MN,Marshall,646,320,56757
Tonka Bay,MN,Hennepin,1561,642,55331
Motley,MN,Morrison,654,181,56466
Whipholt,MN,Cass,96,11,56484
Upsala,MN,Morrison,423,50,56384 56340 56318 56382
Olivia,MN,Renville,2350,375,56277
Callaway,MN,Becker,232,142,56521
Comstock,MN,Clay,96,161,56525
Odin,MN,Watonwan,104,108,56160
Staples,MN,Todd,2766,239,56479
Mapleton,MN,Blue Earth,1703,452,56065
St. Francis,MN,Anoka,6595,127,55330 55070
Medford,MN,Steele,1272,410,55049
Clitherall,MN,Otter Tail,105,221,56524
Tintah,MN,Traverse,58,29,56583
Burtrum,MN,Todd,137,93,56318
Kensington,MN,Douglas,298,323,56343
Fountain,MN,Fillmore,406,157,55935
Atwater,MN,Kandiyohi,1117,420,56209
Biwabik,MN,St. Louis,981,42,55705 55708
Golden Valley,MN,Hennepin,21520,814,55422 55427 55426 55416
Lake St. Croix Beach,MN,Washington,1073,736,55043
Naytahwaush,MN,Mahnomen,471,62,56566
Iron Junction,MN,St. Louis,87,41,55751
Randall,MN,Morrison,623,120,56475
Clontarf,MN,Swift,160,29,56215 56226
Finland,MN,Lake,189,13,55603
Barnesville,MN,Clay,2583,482,56514
Perham,MN,Otter Tail,3357,410,56573
Norwood Young America,MN,Carver,3656,602,55397 55368 55554
Humboldt,MN,Kittson,42,145,56731
Wilder,MN,Jackson,59,28,56101
Squaw Lake,MN,Itasca,106,50,56681
Hinckley,MN,Pine,1857,186,55037
Ulen,MN,Clay,544,197,56585
Elba,MN,Winona,154,28,55910
Arlington,MN,Sibley,2153,508,55307
Champlin,MN,Hennepin,25022,1185,55316
Circle Pines,MN,Anoka,4978,1094,55014
Wanamingo,MN,Goodhue,1079,291,55983
Jordan,MN,Scott,5954,756,55352
Winton,MN,St. Louis,168,507,55731 55796
Blue Earth,MN,Faribault,3045,381,56013
Borup,MN,Norman,107,162,56519
Garrison,MN,Crow Wing,212,78,56450
Hallock,MN,Kittson,908,164,56728
East Gull Lake,MN,Cass,1022,50,56401
The Lakes,MN,Murray,679,7,56123 56175 56172 56132
Garfield,MN,Douglas,352,168,56332
Bigelow,MN,Nobles,235,230,56117
Rochester,MN,Olmsted,116713,809,55902 55901 55906 55904 55905
Dundas,MN,Rice,1519,319,55019
Strandquist,MN,Marshall,68,100,56758
Dayton,MN,Hennepin,5791,95,55369 55327
Alpha,MN,Jackson,120,305,56111
Pease,MN,Mille Lacs,231,168,56353 56363
Bellingham,MN,Lac qui Parle,151,150,56212
Cannon Falls,MN,Goodhue,3911,351,55009
Okabena,MN,Jackson,201,347,56161
Darwin,MN,Meeker,353,67,55324
Lake Park,MN,Becker,801,318,56554
Louisburg,MN,Lac qui Parle,43,65,56256
New York Mills,MN,Otter Tail,1224,355,56567
Ruthton,MN,Pipestone,223,148,56170
Finlayson,MN,Pine,304,42,55735
Lakeland Shores,MN,Washington,315,378,55043
Altura,MN,Winona,480,62,55969 55910
Byron,MN,Olmsted,5371,696,55920
North Mankato,MN,Nicollet,13746,856,56003
Wayzata,MN,Hennepin,4586,573,55391
Bluffton,MN,Otter Tail,212,30,56518 56482
Sartell,MN,Stearns,17752,686,56377
St. Augusta,MN,Stearns,3686,47,55320 56301 56397 56398
Cold Spring,MN,Stearns,4412,593,56320
Eagle Bend,MN,Todd,523,149,56446
Taylors Falls,MN,Chisago,1018,99,55084
New Prague,MN,Le Sueur,8376,788,56071
Shorewood,MN,Hennepin,7978,576,55331 55364 55391 55392
Keewatin,MN,Itasca,1026,161,55769 55746 55753
Bellechester,MN,Goodhue,173,211,55027
Elmore,MN,Faribault,624,264,56027
Rosemount,MN,Dakota,24344,282,55068
Albany,MN,Stearns,2698,477,56307
Grant,MN,Washington,4149,63,55115 55082
West Union,MN,Todd,124,112,56389 56360
Hollandale,MN,Freeborn,300,262,56045
Chokio,MN,Stevens,377,336,56221
Monticello,MN,Wright,27215,599,55362
Stacy,MN,Chisago,1507,180,55079 55092 55078
Wrenshall,MN,Carlton,410,106,55797
Pelican Rapids,MN,Otter Tail,2466,379,56572
La Prairie,MN,Itasca,660,154,55744
Albertville,MN,Wright,7403,646,55301
Hastings,MN,Dakota,22882,852,55033
Brandon,MN,Douglas,484,385,56315
East Bethel,MN,Anoka,11928,103,55092 55011 55005
Minnesota City,MN,Winona,196,304,55959
Heidelberg,MN,Le Sueur,125,91,56071
Gaylord,MN,Sibley,2223,504,55334
St. Martin,MN,Stearns,340,149,56362 56376
Elrosa,MN,Stearns,222,562,56325
Ronneby,MN,Benton,28,11,56329
Mountain Lake,MN,Cottonwood,2061,527,56159
Vesta,MN,Redwood,300,290,56292
Browerville,MN,Todd,755,274,56438
Savage,MN,Scott,31352,776,55378
Foley,MN,Benton,2634,397,56329
Mahnomen,MN,Mahnomen,1259,464,56557
Ball Club,MN,Itasca,246,34,56636
Detroit Lakes,MN,Becker,8575,320,56501 56502
Rock Creek,MN,Pine,1620,14,55063 55069 55067
Trosky,MN,Pipestone,79,21,56177 56128 56164 56144
Clinton,MN,Big Stone,418,168,56225
Greenfield,MN,Hennepin,2992,56,55373 55357
Carlton,MN,Carlton,1031,104,55718 55733
Mountain Iron,MN,St. Louis,2863,16,55768
Boyd,MN,Lac qui Parle,159,120,56218
Frost,MN,Faribault,185,165,56033
Hendrum,MN,Norman,292,347,56550
Zumbro Falls,MN,Wabasha,242,170,55991
New Germany,MN,Carver,408,158,55367
Blackduck,MN,Beltrami,770,185,56630 56647
Riverton,MN,Crow Wing,114,54,56455
Willow River,MN,Pine,399,90,55795
Holdingford,MN,Stearns,712,326,56340
Winthrop,MN,Sibley,1354,443,55396
Janesville,MN,Waseca,2259,498,56048
Park Rapids,MN,Hubbard,3683,223,56470
Graceville,MN,Big Stone,552,367,56240
Granada,MN,Martin,286,189,56039
Lonsdale,MN,Rice,3766,584,55046
Hayward,MN,Freeborn,244,154,56043
Vadnais Heights,MN,Ramsey,13561,749,55127 55110
Medina,MN,Hennepin,6460,97,55340 55356 55359
Medicine Lake,MN,Hennepin,375,839,55441
Kettle River,MN,Carlton,175,174,55757
Fisher,MN,Polk,424,384,56723
Hanover,MN,Wright,3456,244,55341
Heron Lake,MN,Jackson,656,203,56137
Hokah,MN,Houston,553,305,55941
Watertown,MN,Carver,4365,644,55388
Lafayette,MN,Nicollet,492,151,56054
Twin Valley,MN,Norman,783,353,56584
Hampton,MN,Dakota,696,218,55031
Kasota,MN,Le Sueur,662,210,56050 56082
Inver Grove Heights,MN,Dakota,35392,490,55077 55076
Hitterdal,MN,Clay,210,94,56552
Denham,MN,Pine,34,9,55783 55795
Newfolden,MN,Marshall,367,139,56738
Afton,MN,Washington,3010,46,55001
Ironton,MN,Crow Wing,561,149,56441 56455
Thief River Falls,MN,Pennington,9156,603,56701
Proctor,MN,St. Louis,3058,361,55810
Sabin,MN,Clay,552,463,56580
Alden,MN,Freeborn,641,256,56009
Roscoe,MN,Stearns,108,65,56371 56362
Brooklyn Park,MN,Hennepin,80581,1193,55444 55429 55428 55443 55445
Edina,MN,Hennepin,51958,1298,55424 55436 55435 55439 55410
Long Prairie,MN,Todd,3226,468,56347
Dovray,MN,Murray,52,80,56125
Big Falls,MN,Koochiching,219,13,56627
Richmond,MN,Stearns,1442,530,56368
Nicollet,MN,Nicollet,1139,465,56074
